"ReportedInactiveID","Alias","AliasType"
16,"VITASYN QUINOLINE YELLOW-70","SYN"
16,"YELLOW 10","SYN"
16,"YELLOW 11","SYN"
16,"YELLOW 3A1010","SYN"
16,"YELLOW 6","SYN"
16,"YELLOW 8","SYN"
16,"YELLOW D&C NO. 10","SYN"
16,"YELLOW D&C NO. 10 ALUMINUM LAKE","SYN"
16,"YELLOW D&C NO. 11","SYN"
16,"YELLOW D&C NO. 6","SYN"
16,"YELLOW D&C NO. 8","SYN"
16,"YELLOW FD&C 6","SYN"
16,"YELLOW FD&C NO. 6","SYN"
16,"YELLOW FD&C NO.6","SYN"
16,"FD&C YELLOW NO. 5","NEW"
16,"FD&C YELLOW #6/SUNSET YELLOW FCF ALUMINUM LAKE","NEW"
17,"ANHYDROUS DIBASIC CALCIUM PHOSPHATE","PT"
17,"CALCIUM HYDROGEN MONOPHOSPHATE","SYN"
17,"CALCIUM HYDROGEN ORTHOPHOSPHATE","SYN"
17,"CALCIUM HYDROGEN PHOSPHATE","SYN"
17,"CALCIUM HYDROGEN PHOSPHATE ANHYDROUS","SYN"
17,"CALCIUM MONOHYDROGEN PHOSPHATE","SYN"
17,"CALCIUM MONOHYDROGEN PHOSPHATE DIHYDRATE","SYN"
17,"CALCIUM PHOSPHATE DIBASIC","SYN"
17,"CALCIUM PHOSPHATE DIHYDRATE","SYN"
17,"D.C.P.","SYN"
17,"DIBASIC CALCIUM PHOSPHATE","SYN"
17,"DIBASIC CALCIUM PHOSPHATE ANHYDROUS","SYN"
17,"DIBASIC CALCIUM PHOSPHATE DIHYDRATE","PT"
17,"DIBASIC CALCIUM PHOSPHATE HYDRATE","SYN"
17,"DICALCIUM ORTHOPHOSPHATE","SYN"
17,"DICALCIUM PHOSPHATE","SYN"
17,"DICALCIUM PHOSPHATE ANHYDROUS","SYN"
17,"DICALCIUM PHOSPHATE DIHYDRATE","SYN"
17,"L11K75P92J","UNII"
17,"O7TSZ97GEP","UNII"
17,"SECONDARY CALCIUM PHOSPHATE","SYN"
19,"25IH6R4SGF","UNII"
19,"3JGX4KKZ4A","UNII"
19,"420IP921MB","UNII"
19,"6V475AX06U","UNII"
19,"7FLD91C86K","UNII"
19,"8NLQ36F6MM","UNII"
19,"8U5D034955","UNII"
19,"9G34HU7RV0","UNII"
19,"ADSORBONAC","SYN"
19,"ANHYDROUS DISODIUM EDETATE","SYN"
19,"ANTALLIN","SYN"
19,"ANTICOAGULANT ETHYLENEDIAMINE TETRAACETIC ACID","SYN"
19,"BOVI-CU","SYN"
19,"CALCIUM DISODIUM EDETATE","SYN"
19,"CALCIUM DISODIUM EDTA","SYN"
19,"CALCIUM DISODIUM EDTA DIHYDRATE","SYN"
19,"CALCIUM DISODIUM ETHYLENEDIAMINETETRAACETATE","SYN"
19,"CALCIUM DISODIUM ETHYLENE-DIAMINETETRAACETATE","SYN"
19,"CALCIUM DISODIUM ETHYLENEDIAMINETETRAACETATE DIHYDRATE","SYN"
19,"CALCIUM DISODIUM- ETHYLENEDIAMINETETRAACETATE DIHYDRATE","SYN"
19,"CALCIUM DISODIUM VERSENATE","SYN"
19,"CALCIUM TITRIPLEX","SYN"
19,"CALSOL","SYN"
19,"CHELEST F-NA","SYN"
19,"COMPLEXONE","SYN"
19,"COPPER DISODIUM EDETATE","SYN"
19,"COPPER DISODIUM ETHYLENEDIAMINETETRAACETATE","SYN"
19,"COPPER VERSENATE","SYN"
19,"DETOXAMIN","SYN"
19,"DISODIUM CALCIUM EDTA","SYN"
19,"DISODIUM EDETATE DIHYDRATE","SYN"
19,"DISODIUM EDETATE HYDRATE","SYN"
19,"DISODIUM EDTA","SYN"
19,"DISODIUM EDTA DIHYDRATE","SYN"
19,"DISODIUM EDTA-COPPER","PT"
19,"DISODIUM ETHYLENEDIAMINEDIACETATE","PT"
19,"DISODIUM ETHYLENEDIAMINETETRAACETATE","SYN"
19,"DISODIUM ETHYLENEDIAMINETETRAACETATE DIHYDRATE","SYN"
19,"DISODIUM HEDTA","PT"
19,"E-386","SYN"
19,"EDETAMINE","SYN"
19,"EDETATE CALCIUM DISODIUM","PT"
19,"EDETATE CALCIUM DISODIUM ANHYDROUS","PT"
19,"EDETATE CALCIUM DISODIUM DIHYDRATE","SYN"
19,"EDETATE DISODIUM","PT"
19,"EDETATE DISODIUM ANHYDROUS","PT"
19,"EDETATE DISODIUM DIHYDRATE","SYN"
19,"EDETATE SODIUM","PT"
19,"EDETATE TETRASODIUM","SYN"
19,"EDETATE TRISODIUM","PT"
19,"EDETIC ACID","PT"
19,"EDETIC ACID TETRASODIUM SALT DIHYDRATE","SYN"
19,"EDTA","SYN"
19,"EDTA DISODIUM","SYN"
19,"EDTA DISODIUM SALT","SYN"
19,"EDTA SODIUM","SYN"
19,"EDTA TETRASODIUM","SYN"
19,"EDTA TRISODIUM","SYN"
19,"ENDRATE","SYN"
19,"ENDRATE TETRASODIUM","SYN"
19,"EQL53S5L0F","UNII"
19,"ETHYLENEDIAMINETETRAACETATE","SYN"
19,"ETHYLENEDIAMINETETRAACETIC ACID","SYN"
19,"ETHYLENEDIAMINETETRAACETIC ACID TETRASODIUM SALT DIHYDRATE","SYN"
19,"INS NO.386","SYN"
19,"INS-386","SYN"
19,"KME849MC7A","UNII"
19,"LEDCLAIR","SYN"
19,"LIMCLAIR","SYN"
19,"MOSATIL","SYN"
19,"MP1J8420LU","UNII"
19,"NERVANAID","SYN"
19,"NULLAPO","SYN"
19,"SODIUM CALCIUM EDETATE","SYN"
19,"SODIUM CALCIUM EDETATE HYDRATE","SYN"
19,"SODIUM EDETATE","SYN"
19,"SODIUM EDTA","SYN"
19,"SODIUM ETHYLENEDIAMINETETRAACETATE","SYN"
19,"SODIUM VERSENATE","SYN"
19,"SODIUM-CALCIUM EDETATE DIHYDRATE","SYN"
19,"SORMETAL","SYN"
19,"SYNTES 12A","SYN"
19,"TETAZINE","SYN"
19,"TETRASODIUM EDETATE DIHYDRATE","PT"
19,"TETRASODIUM EDTA","SYN"
19,"TETRASODIUM ETHYLENEDIAMINETETRAACETATE","SYN"
19,"TETRASODIUM ETHYLENEDIAMINETETRAACETATE DIHYDRATE","SYN"
19,"TITRIPLEX III","SYN"
19,"TRILON B","SYN"
19,"TRISODIUM EDETATE","SYN"
19,"TRISODIUM EDTA","SYN"
19,"TRISODIUM ETHYLENEDIAMINETETRAACETATE","SYN"
19,"VERSENE 100","SYN"
19,"VERSENE ACID","SYN"
19,"VERSENE CA","SYN"
19,"VERSENE-9","SYN"
20,"1Z74184RGV","UNII"
20,"25WE4JC35O","UNII"
20,"291P45F896","UNII"
20,"3E0I92Z2GR","UNII"
20,"4IPS17B70T","UNII"
20,"968JKA7T33","UNII"
20,"AE-EGG WHITE","SYN"
20,"AE-EGG YOLK","SYN"
20,"ALBUMEN","SYN"
20,"ALBUMEN EXTRACT","SYN"
20,"ALLERGENIC EXTRACT- EGG YORK","SYN"
20,"CHICKEN EGG","SYN"
20,"CHICKEN EGG WHITE","SYN"
20,"CHICKEN EGG YOLK","SYN"
20,"DELVOZYME","SYN"
20,"EGG","PT"
20,"EGG LECITHIN","SYN"
20,"EGG OIL LECITHIN","SYN"
20,"EGG OIL PHOSPHOLIPIDS","SYN"
20,"EGG PHOSPHATIDES","SYN"
20,"EGG PHOSPHATIDYLCHOLINE","SYN"
20,"EGG PHOSPHOLIPID","SYN"
20,"EGG PHOSPHOLIPIDS","PT"
20,"EGG WHITE","PT"
20,"EGG WHOLE","SYN"
20,"EGG YOLK","PT"
20,"EGG YOLK LECITHIN","SYN"
20,"EGG YOLK LECITHINS","SYN"
20,"EGG YOLK PHOSPHATIDES","SYN"
20,"EGG YOLK PHOSPHATIDYLCHOLINE","SYN"
20,"EGG YOLK PHOSPHOLIPIDS","SYN"
20,"EGG YOLKS","SYN"
20,"EGGS","SYN"
20,"EGG-YOLK PHOSPHOLIPID","SYN"
20,"GALLUS GALLUS EGG","SYN"
20,"GALLUS GALLUS EGG WHITE","SYN"
20,"GALLUS GALLUS EGG YOLK","SYN"
20,"GLOBULIN G1","SYN"
20,"LIPOID E-SM","SYN"
20,"LYSOZYME","PT"
20,"MURAMIDASE","SYN"
20,"N-ACETYLMURAMIDE GLYCANOHYDROLASE","SYN"
20,"N-ACETYLMURAMYL HYDROLASE","SYN"
20,"PHOSPHOLIPIDS EGG","SYN"
20,"SPHINGOMYELIN (EGG)","PT"
20,"WHOLE EGGS","SYN"
23,"1534K8653J","UNII"
23,"GLUTEN","SYN"
23,"TRITICUM AESTIVUM SEED GLUTEN","SYN"
23,"WHEAT GLUTEN","PT"
24,"3SY5LH9PMK","UNII"
24,"ANHYDROUS LACTOSE","PT"
24,"ANHYDROUS LACTOSE IS PRIMARILY BETA LACTOSE OR A MIXTURE OF ALPHA AND BETA LACTOSE","SYN"
24,"EWQ57Q8I5X","UNII"
24,"HMS","SYN"
24,"J2B2A4N98G","UNII"
24,"LACTOCHEM","SYN"
24,"LACTOHALE","SYN"
24,"LACTOPRESS","SYN"
24,"LACTOPRESS ANHYDROUS","SYN"
24,"LACTOPRESS GRANULATED","SYN"
24,"LACTOPRESS SPRAY DRIED","SYN"
24,"LACTOSE","SYN"
24,"LACTOSE ANHYDROUS","SYN"
24,"LACTOSE FASTFLO 316","SYN"
24,"LACTOSE HYDRATE","SYN"
24,"LACTOSE HYDROUS","SYN"
24,"LACTOSE MONOHYDRATE","PT"
24,"LACTOSE, UNSPECIFIED FORM","PT"
24,"LACTOSE-ELECTRICITAS","SYN"
24,"MILK SUGAR","SYN"
24,"PHARMATOSE","SYN"
24,"PHARMATOSE DCL 11","SYN"
24,"PHARMATOSE DCL II","SYN"
24,"RESPITOSE","SYN"
24,"SACCHARUM LACTIS","SYN"
24,"SUPERTAB 11SD","SYN"
24,"SUPERTAB 11SD NZ","SYN"
24,"SUPERTAB 14SD","SYN"
24,"SUPERTAB 21AN","SYN"
24,"SUPERTAB 22AN","SYN"
24,"SUPERTAB 24AN","SYN"
24,"SUPERTAB 30GR","SYN"
24,"SUPERTAB 50 ODT","SYN"
24,"WYNDALE","SYN"
24,"WYNHALE","SYN"
24,"MICROCELAC 100","NEW"
25,"2LQ0UUW8IN","UNII"
25,"LATEX","SYN"
25,"NATURAL LATEX","SYN"
25,"NATURAL LATEX RUBBER","PT"
25,"NATURAL RUBBER","SYN"
25,"NATURAL RUBBER LATEX","SYN"
25,"RUBBER","SYN"
25,"RUBBER LATEX","SYN"
25,"SORVA/SORVINHA","SYN"
26,"6M3P64V0NC","UNII"
26,"7LVU907546","UNII"
26,"8XK1039013","UNII"
26,"ALUMINIUM MAGNESIUM SILICATE","SYN"
26,"ALUMINIUM MAGNESIUM SILICATE HYDRATE","SYN"
26,"ALUMINIUM MAGNESIUM SILICATE POLYHYDRATE","SYN"
26,"ALUMINUM MAGNESIUM SILICATE","SYN"
26,"II0CAA4909","UNII"
26,"MAGNESIUM ALUMINIUM SILICATE","SYN"
26,"MAGNESIUM ALUMINIUM SILICATE HYDRATE","SYN"
26,"MAGNESIUM ALUMINIUM SILICATE IC","SYN"
26,"MAGNESIUM ALUMINIUM SILICATE TYPE IC","SYN"
26,"MAGNESIUM ALUMINIUM SILICATE TYPE IIA","SYN"
26,"MAGNESIUM ALUMINOMETASILICATE TYPE IA","PT"
26,"MAGNESIUM ALUMINOMETASILICATE TYPE I-A","SYN"
26,"MAGNESIUM ALUMINOMETASILICATE TYPE IB","PT"
26,"MAGNESIUM ALUMINOMETASILICATE TYPE I-B","SYN"
26,"MAGNESIUM ALUMINUM SILICATE","PT"
26,"MAGNESIUM ALUMINUM SILICATE HYDRATE","SYN"
26,"MAGNESIUM ALUMINUM SILICATE IC","SYN"
26,"MAGNESIUM ALUMINUM SILICATE TYPE IC","PT"
26,"MAGNESIUM ALUMINUM SILICATE TYPE IIA","PT"
26,"MAGNESIUM ALUMINOMETASILICATE","NEW"
26,"VEEGUM","SYN"
26,"XLI9KNX1FT","UNII"
27,"0E53J927NA","UNII"
27,"HYDRATED NORMAL MAGNESIUM CARBONATE","SYN"
27,"LIGHT MAGNESIUM CARBONATE","SYN"
27,"MAGNESIA CARBONICA","SYN"
27,"MAGNESIUM CARBONATE","PT"
27,"MAGNESIUM CARBONATE HYDRATE","SYN"
27,"MAGNESIUM CARBONATE LIGHT","SYN"
27,"MAGNESIUM CARBONATE MONOHYDRATE","SYN"
28,"3OWL53L36A","UNII"
28,"BRONCHITOL","SYN"
28,"CORDYCEPIC ACID","SYN"
28,"CRYSTALLINE MANNITOL EXTRA-FINE","SYN"
28,"CRYSTALLINE MANNITOL FINE","SYN"
28,"CRYSTALLINE MANNITOL STANDARD","SYN"
28,"D-MANNITOL","SYN"
28,"MANNITE","SYN"
28,"MANNITOL","PT"
28,"MANNITOL 200","SYN"
28,"MANNITOL 2080","SYN"
28,"MANNITOL 25","SYN"
28,"MANNITOL 300","SYN"
28,"MANNITOL 35","SYN"
28,"MANNITOL 60","SYN"
28,"MANNITOL M300","SYN"
28,"MANNOGEM 2080","SYN"
28,"OSMITROL","SYN"
28,"PEARLITOL 160 C","SYN"
28,"PEARLITOL 200 SD","SYN"
28,"PEARLITOL 25 C","SYN"
28,"PEARLITOL 300 DC","SYN"
28,"PEARLITOL 50 C","SYN"
28,"RESECTISOL","SYN"
29,"237DZG2JLA","UNII"
29,"463JZS0XJ3","UNII"
29,"48268V50D5","UNII"
29,"6A001Y4M5A","UNII"
29,"7473P66J9E","UNII"
29,"8617Z5FMF6","UNII"
29,"917J3173FT","UNII"
29,"AE-CASEIN","SYN"
29,"BOS TAURUS MILK FAT","SYN"
29,"BOS TAURUS MILK LIPID","SYN"
29,"BOS TAURUS MILK WHOLE","SYN"
29,"BOVINE CASEIN","SYN"
29,"BOVINE MILK PLASMA","SYN"
29,"BOVINE WHEY","SYN"
29,"BUTTERFAT","SYN"
29,"CALCIUM CASEINATE","SYN"
29,"CASEIN","PT"
29,"CASEIN ALLERGENIC EXTRACT","SYN"
29,"CASEIN SODIUM SALT","SYN"
29,"CASEINS","SYN"
29,"CASEIN-SODIUM","SYN"
29,"COW MILK","PT"
29,"COW MILK ALLERGENIC EXTRACT","SYN"
29,"COW MILK DEFATTED","SYN"
29,"COW MILK FAT","PT"
29,"COW MILK LIPID","SYN"
29,"COW MILK WHEY","SYN"
29,"LAC","SYN"
29,"LAC DEFLORATUM","SYN"
29,"LAC VACCINUM","SYN"
29,"MILK","SYN"
29,"MILK BASIC PROTEIN","SYN"
29,"MILK CASEIN","SYN"
29,"MILK FAT","SYN"
29,"MILK LIPIDS","SYN"
29,"MILK SOLIDS","SYN"
29,"MILKFAT","SYN"
29,"NONFAT DRY MILK","SYN"
29,"NONFAT MILK","SYN"
29,"SKIM MILK","PT"
29,"SODIUM CASEINATE","PT"
29,"SODIUM CASEINATES","SYN"
29,"WHEY","PT"
29,"WHEY PROTEIN","SYN"
29,"WHEY PROTEIN CONCENTRATE","SYN"
29,"WHEY PROTEIN HYDROLYSATE","PT"
31,"2UMI9U37CP","UNII"
31,"3X3L452Y85","UNII"
31,"9Z-OCTADECENOIC ACID","SYN"
31,"COSMOL LIQUID","SYN"
31,"CRODAMOL OO-V","SYN"
31,"EXCEPARL OL-OL","SYN"
31,"OLEATE","SYN"
31,"OLEIC ACID","PT"
31,"OLEYL OLEATE","PT"
31,"OSTEUM","SYN"
31,"PRIOLENE 6936","SYN"
31,"SCHERCEMOL OLO","SYN"
31,"VOPCOLENE 27","SYN"
31,"WECOLINE OO","SYN"
32,"4-AMINOBENZOATE","SYN"
32,"4-AMINOBENZOIC ACID","SYN"
32,"AMINOBENZOATE","SYN"
32,"AMINOBENZOIC ACID","PT"
32,"PABA","SYN"
32,"P-AMINOBENZOIC ACID","SYN"
32,"PARA-AMINOBENZOIC ACID","SYN"
32,"TL2TJE8QTX","UNII"
33,"0QQJ25X58G","UNII"
33,"14255EXE39","UNII"
33,"3QPI1U3FV8","UNII"
33,"625NNB0G9N","UNII"
33,"8Y41DYV4VG","UNII"
33,"A2I8C7HI9T","UNII"
33,"A6EOX47QK0","UNII"
33,"ASEPTOFORM E","SYN"
33,"BENZYL 4-HYDROXYBENZOATE","SYN"
33,"BENZYL HYDROXYBENZOATE","SYN"
33,"BENZYL PARABEN","SYN"
33,"BENZYL PARAHYDROXYBENZOATE","SYN"
33,"BENZYL P-HYDROXYBENZOATE","SYN"
33,"BENZYL TEGOSEPT","SYN"
33,"BENZYLPARABEN","PT"
33,"METHYLPARABEN AND PROPYLPARABEN","NEW"
33,"BUTYL 4-HYDROXYBENZOATE","SYN"
33,"BUTYL 4-HYDROXYBENZOATE SODIUM SALT","SYN"
33,"BUTYL HYDROXYBENZOATE","SYN"
33,"BUTYL PARABEN","SYN"
33,"BUTYL PARAHYDROXYBENZOATE","SYN"
33,"BUTYL PARAHYDROXYBENZOATE SODIUM","SYN"
33,"BUTYL P-HYDROXY BENZOATE","SYN"
33,"BUTYLPARABEN","PT"
33,"BUTYLPARABEN SODIUM","PT"
33,"CR6K9C2NHK","UNII"
33,"ETHYL 4-HYDROXYBENZOATE","SYN"
33,"ETHYL ESTER OF P-HYDROXYBENZOIC ACID","SYN"
33,"ETHYL HYDROXYBENZOATE","SYN"
33,"ETHYL HYDROXYBENZOATE SODIUM","SYN"
33,"ETHYL PARABEN","SYN"
33,"ETHYL PARAHYDROXYBENZOATE","SYN"
33,"ETHYL PARAHYDROXYBENZOATE E214","SYN"
33,"ETHYL P-HYDROXYBENZOATE","SYN"
33,"ETHYL P-OXYBENZOATE","SYN"
33,"ETHYLPARABEN","PT"
33,"ETHYLPARABEN SODIUM","PT"
33,"INS NO.214","SYN"
33,"INS-214","SYN"
33,"ISOBUTYL 4-HYDROXYBENZOATE","SYN"
33,"ISOBUTYL PARABEN","SYN"
33,"ISOBUTYL PARAHYDROXYBENZOATE","SYN"
33,"ISOBUTYL P-HYDROXYBENZOATE","SYN"
33,"ISOBUTYLPARABEN","PT"
33,"ISOPROPYL P-HYDROXYBENZOATE","SYN"
33,"ISOPROPYLPARABEN","PT"
33,"KILLITOL","SYN"
33,"M64U971IB0","UNII"
33,"MAR76J77VS","UNII"
33,"METHYL 4-HYDROXYBENZOATE","SYN"
33,"METHYL 4-HYDROXYBENZOATE POTASSIUM SALT","SYN"
33,"METHYL HYDROXYBENZOATE","SYN"
33,"METHYL PARABEN","SYN"
33,"METHYL PARAHYDROXYBENZOATE","SYN"
33,"METHYL P-HYDROXYBENZOATE POTASSIUM SALT","SYN"
33,"METHYL P-OXYBENZOATE","SYN"
33,"METHYLPARABEN","PT"
33,"METHYLPARABEN E218","SYN"
33,"METHYLPARABEN SODIUM","PT"
33,"MOLDEX","SYN"
33,"NIPABENZYL","SYN"
33,"NIPAGIN M SODIUM","SYN"
33,"NIPAGIN P","SYN"
33,"NIPASOL","SYN"
33,"NIPAZOL","SYN"
33,"NS 3500S","SYN"
33,"PARABEN P","SYN"
33,"PARATEXIN MS","SYN"
33,"PARATEXIN P","SYN"
33,"PARIDOL MNA","SYN"
33,"P-HYDROXYBENZOIC ACID BUTYL ESTER SODIUM SALT","SYN"
33,"P-HYDROXYBENZOIC ACID ISOPROPYL ESTER","SYN"
33,"P-HYDROXYBENZOIC METHYL ESTER","SYN"
33,"POTASSIUM METHYLPARABEN","PT"
33,"PRESERVAL M","SYN"
33,"PROPAGIN","SYN"
33,"PROPYL 4-HYDROXYBENZOATE SODIUM SALT","SYN"
33,"PROPYL HYDROXYBENZOATE","SYN"
33,"PROPYL PARAHYDROXYBENZOATE","SYN"
33,"PROPYL PARA-HYDROXYBENZOATE","SYN"
33,"PROPYL P-HYDROXYBENZOATE","SYN"
33,"PROPYLPARABEN","PT"
33,"PROPYLPARABEN E216","SYN"
33,"PROPYLPARABEN SODIUM","PT"
33,"SODIUM BUTYL HYDROXYBENZOATE","SYN"
33,"SODIUM BUTYLPARABEN","SYN"
33,"SODIUM ETHYL 4-HYDROXYBENZOATE","SYN"
33,"SODIUM ETHYL HYDROXYBENZOATE","SYN"
33,"SODIUM ETHYL PARAHYDROXYBENZOATE","SYN"
33,"SODIUM ETHYL P-HYDROXYBENZOATE","SYN"
33,"SODIUM ETHYLPARABEN","SYN"
33,"SODIUM METHYL HYDROXYBENZOATE","SYN"
33,"SODIUM METHYL PARABEN","SYN"
33,"SODIUM METHYL PARAHYDROXYBENZOATE","SYN"
33,"SODIUM METHYLPARABEN","SYN"
33,"SODIUM PROPYL 4-HYDROXYBENZOATE","SYN"
33,"SODIUM PROPYL HYDROXYBENZOATE","SYN"
33,"SODIUM PROPYL PARABEN","SYN"
33,"SODIUM PROPYL PARAHYDROXYBENZOATE","SYN"
33,"SODIUM PROPYLPARABEN","SYN"
33,"SOLBROL M SODIUM SALT","SYN"
33,"TEGOSEPT E","SYN"
33,"TEGOSEPT M","SYN"
33,"TEGOSEPT P","SYN"
33,"Z0D00IVA10","UNII"
33,"Z8IX2SC1OH","UNII"
34,"5TL50QU0W4","UNII"
34,"AE-PEANUT","SYN"
34,"ALLERGENIC EXTRACT- PEANUT ARACHIS HYPOGAEA","SYN"
34,"ARACHIDNA HYPOGAEA SEED","SYN"
34,"ARACHIDNA HYPOGAEA SEED OIL","SYN"
34,"ARACHIS AMERICANA SEED","SYN"
34,"ARACHIS AMERICANA SEED OIL","SYN"
34,"ARACHIS ASIATICA SEED","SYN"
34,"ARACHIS ASIATICA SEED OIL","SYN"
34,"ARACHIS GLANDULIFERA SEED","SYN"
34,"ARACHIS GLANDULIFERA SEED OIL","SYN"
34,"ARACHIS HYPOGAEA FLOUR","SYN"
34,"ARACHIS HYPOGAEA SEED","SYN"
34,"ARACHIS HYPOGAEA SEED OIL","SYN"
34,"ARACHIS OIL","SYN"
34,"ARACHIS OLEIFERA SEED","SYN"
34,"ARACHIS OLEIFERA SEED OIL","SYN"
34,"GOOBER","SYN"
34,"GOOBER PEA","SYN"
34,"GROUNDNUT","SYN"
34,"PEANUT","PT"
34,"PEANUT ALLERGENIC EXTRACT","SYN"
34,"PEANUT FLOUR","SYN"
34,"PEANUT OIL","PT"
34,"PEANUT SEED","SYN"
34,"PEANUT SEED OIL","SYN"
34,"PEANUTS","SYN"
34,"QE1QX6B99R","UNII"
35,"47E5O17Y3R","UNII"
35,"LAEVO-PHENYL ALANINE","SYN"
35,"L-PHENYLALANINE","SYN"
35,"PHENYLALANINE","PT"
37,"660YQ98I10","UNII"
37,"K+10","SYN"
37,"K+8","SYN"
37,"KALI MURIATICUM","SYN"
37,"KAON CL","SYN"
37,"KAON CL-10","SYN"
37,"KCL","SYN"
37,"K-LEASE","SYN"
37,"KLOR-CON","SYN"
37,"KLOTRIX","SYN"
37,"K-TAB","SYN"
37,"MICRO-K","SYN"
37,"MICRO-K 10","SYN"
37,"MICRO-K LS","SYN"
37,"NEOBAKASAL","SYN"
37,"POTASSIUM CHLORIDE","PT"
37,"POTASSIUM MONOCHLORIDE","SYN"
37,"SLOW-K","SYN"
37,"SYLVINE","SYN"
37,"SYLVITE","SYN"
37,"TEN-K","SYN"
38,"4J9FJ0HL51","UNII"
38,"59RSS63D8J","UNII"
38,"B7862WZ632","UNII"
38,"CI71S98N1Z","UNII"
38,"DIBASIC POTASSIUM PHOSPHATE","PT"
38,"DIPOTASSIUM ACID PHOSPHATE","SYN"
38,"DIPOTASSIUM HYDROGEN MONOPHOSPHATE","SYN"
38,"DIPOTASSIUM HYDROGEN ORTHOPHOSPHATE","SYN"
38,"DIPOTASSIUM HYDROGEN PHOSPHATE","SYN"
38,"DI-POTASSIUM HYDROGEN PHOSPHATE","SYN"
38,"DIPOTASSIUM MONOPHOSPHATE","SYN"
38,"MONOBASIC POTASSIUM PHOSPHATE","PT"
38,"MONOPOTASSIUM DIHYDROGEN MONOPHOSPHATE","SYN"
38,"MONOPOTASSIUM DIHYDROGEN ORTHOPHOSPHATE","SYN"
38,"MONOPOTASSIUM DIHYDROGEN PHOSPHATE","SYN"
38,"MONOPOTASSIUM MONOPHOSPHATE","SYN"
38,"MONOPOTASSIUM ORTHOPHOSPHATE","SYN"
38,"MONOPOTASSIUM PHOSPHATE","SYN"
38,"MONOPOTASSIUM PHOSPHITE","PT"
38,"MONOPOTASSIUM PHOSPHONATE","SYN"
38,"POTASSIUM ACID PHOSPHATE","SYN"
38,"POTASSIUM BIPHOSPHATE","SYN"
38,"POTASSIUM DIHYDROGEN ORTHOPHOSPHATE","SYN"
38,"POTASSIUM DIHYDROGEN PHOSPHATE","SYN"
38,"POTASSIUM DIHYDROGEN PHOSPHITE","SYN"
38,"POTASSIUM PHOSPHATE","SYN"
38,"POTASSIUM PHOSPHATE DIBASIC","SYN"
38,"POTASSIUM PHOSPHATE DIBASIC ANHYDRATE","SYN"
38,"POTASSIUM PHOSPHATE MONOBASIC","SYN"
38,"POTASSIUM PHOSPHATE, UNSPECIFIED FORM","PT"
38,"SECONDARY POTASSIUM PHOSPHATE","SYN"
39,"152BY1743W","UNII"
39,"1-PROPOXY-2-PROPANOL","PT"
39,"26CD3J2R0C","UNII"
39,"3Z73C506A9","UNII"
39,"40KT317HGP","UNII"
39,"4DZ729T8XW","UNII"
39,"581437HWX2","UNII"
39,"5965N8W85T","UNII"
39,"5Z492UNF9O","UNII"
39,"602HN5L69H","UNII"
39,"668Z5835Z3","UNII"
39,"6DC9Q167V3","UNII"
39,"8D8I9Z0F1Z","UNII"
39,"9Q5W5G6461","UNII"
39,"AEC PROPYLENE GLYCOL LAURATE","SYN"
39,"CAPMUL 908P","SYN"
39,"CAPMUL PG-8","SYN"
39,"CAPRYOL 90","SYN"
39,"CAPTEX 100","SYN"
39,"CAPTEX 200","SYN"
39,"CERASYNT PA","SYN"
39,"CETYL PEG/PPG-10/1 DIMETHICONE (HLB 2)","PT"
39,"CRODAMOL PC","SYN"
39,"DIPROPYLENE GLYCOL","PT"
39,"DUB DOPG","SYN"
39,"DUB LPG","SYN"
39,"E 405","SYN"
39,"E107L85C40","UNII"
39,"E-1520","SYN"
39,"E-405","SYN"
39,"ESTOL 1526","SYN"
39,"F76354LMGR","UNII"
39,"HYDROXYPROPYL ALGINATE","SYN"
39,"INS NO.1520","SYN"
39,"INS NO.405","SYN"
39,"INS-1520","SYN"
39,"INS-405","SYN"
39,"ISOPROPYLENE GLYCOL","SYN"
39,"JEECOL PSA-11","SYN"
39,"KELCOLOID K 3B426","SYN"
39,"KILFROST ABC-S","SYN"
39,"KOLLISOLV PG","SYN"
39,"LAURATE DE PROPYLENE GLYCOL","SYN"
39,"LEXOL PG 800","SYN"
39,"MANUCOL ESTER E/KM 3","SYN"
39,"METHYL GLYCOL","SYN"
39,"MIGLYOL 840","SYN"
39,"MONOPROPYLENE GLYCOL","SYN"
39,"MYRITOL PC","SYN"
39,"MZM1I680W0","UNII"
39,"NIKKOL SEFSOL-218","SYN"
39,"O4446S9CRA","UNII"
39,"OXYBISPROPANOL","SYN"
39,"PGDA","SYN"
39,"POLYOXYPROPYLENE 11 STEARYL ETHER","SYN"
39,"POLYOXYPROPYLENE STEARYL ETHER 11","SYN"
39,"POLYPROPYLENE GLYCOL 11 STEARYL ETHER","PT"
39,"PPG-11 STEARYL ETHER","SYN"
39,"PROCOL PSA-11","SYN"
39,"PROPANEDIOL","PT"
39,"PROPANEDIOL-","SYN"
39,"PROPYLENE GLYCEROL","SYN"
39,"PROPYLENE GLYCOL","PT"
39,"PROPYLENE GLYCOL 1-(2-METHYLBUTYRATE)","PT"
39,"PROPYLENE GLYCOL 1,2-DISTEARATE","PT"
39,"PROPYLENE GLYCOL 1-PROPYL ETHER","SYN"
39,"PROPYLENE GLYCOL 2-(2-METHYLBUTYRATE)","PT"
39,"PROPYLENE GLYCOL ALGINATE","PT"
