"NDC11","HICSEQNO","ReportedInactiveID","Note"
"00002080001","018822",170,""
"00002121030","001539",22,""
"00002121050","001539",22,""
"00002143301","002272",28,""
"00002143301","002332",46,""
"00002143301","002551",168,""
"00002143361","002272",28,""
"00002143361","002332",46,""
"00002143361","002551",168,""
"00002143380","002272",28,""
"00002143380","002332",46,""
"00002143380","002551",168,""
"00002143401","002272",28,""
"00002143401","002332",46,""
"00002143401","002551",168,""
"00002143480","002272",28,""
"00002143480","002332",46,""
"00002143480","002551",168,""
"00002143601","002551",168,""
"00002143611","002551",168,""
"00002144501","002551",168,""
"00002144501","002598",83,""
"00002144509","002551",168,""
"00002144509","002598",83,""
"00002144511","002551",168,""
"00002144511","002598",83,""
"00002144527","002551",168,""
"00002144527","002598",83,""
"00002145701","",0,"No Inactive Ingredients Reported"
"00002145780","",0,"No Inactive Ingredients Reported"
"00002146001","",0,"No Inactive Ingredients Reported"
"00002146080","",0,"No Inactive Ingredients Reported"
"00002147101","",0,"No Inactive Ingredients Reported"
"00002147180","",0,"No Inactive Ingredients Reported"
"00002148401","",0,"No Inactive Ingredients Reported"
"00002148480","",0,"No Inactive Ingredients Reported"
"00002149501","",0,"No Inactive Ingredients Reported"
"00002149580","",0,"No Inactive Ingredients Reported"
"00002150601","",0,"No Inactive Ingredients Reported"
"00002150680","",0,"No Inactive Ingredients Reported"
"00002223601","002272",28,""
"00002223601","002332",46,""
"00002223601","002551",168,""
"00002223680","002272",28,""
"00002223680","002332",46,""
"00002223680","002551",168,""
"00002237701","002551",168,""
"00002237711","002551",168,""
"00002298026","002549",98,""
"00002298026","010138",14,""
"00002298060","002549",98,""
"00002298060","010138",14,""
"00002311501","002551",168,""
"00002311509","002551",168,""
"00002318201","002272",28,""
"00002318201","002332",46,""
"00002318201","002551",168,""
"00002318280","002272",28,""
"00002318280","002332",46,""
"00002318280","002551",168,""
"00002322730","002549",98,""
"00002322830","002549",98,""
"00002322830","010138",14,""
"00002322930","002549",98,""
"00002322930","010138",14,""
"00002323030","002549",98,""
"00002323130","002549",98,""
"00002323560","002549",98,""
"00002323560","002598",83,""
"00002323560","010138",14,""
"00002323830","002549",98,""
"00002323930","002549",98,""
"00002323930","010138",14,""
"00002324030","002549",98,""
"00002324030","002598",83,""
"00002324030","010138",14,""
"00002324090","002549",98,""
"00002324090","002598",83,""
"00002324090","010138",14,""
"00002325030","002549",98,""
"00002325130","002549",98,""
"00002327030","002549",98,""
"00002327030","002598",83,""
"00002327030","010138",14,""
"00002397760","002549",98,""
"00002411230","002432",24,""
"00002411230","002537",169,""
"00002411530","002432",24,""
"00002411530","002537",169,""
"00002411630","002432",24,""
"00002411630","002537",169,""
"00002411730","002432",24,""
"00002411730","002537",169,""
"00002418230","002272",28,""
"00002418230","013405",52,""
"00002418430","002432",24,""
"00002418430","002537",169,""
"00002418430","010138",14,""
"00002431208","",0,"No Inactive Ingredients Reported"
"00002441530","002432",24,""
"00002441530","002537",169,""
"00002441530","010138",14,""
"00002442030","002432",24,""
"00002442030","002537",169,""
"00002445301","002272",28,""
"00002445301","002549",98,""
"00002445301","002605",6,""
"00002445301","003203",33,""
"00002445385","002272",28,""
"00002445385","002549",98,""
"00002445385","002605",6,""
"00002445385","003203",33,""
"00002445401","002272",28,""
"00002445401","002549",98,""
"00002445401","002605",6,""
"00002445401","003203",33,""
"00002445485","002272",28,""
"00002445485","002549",98,""
"00002445485","002605",6,""
"00002445485","003203",33,""
"00002445501","002272",28,""
"00002445501","002549",98,""
"00002445501","002605",6,""
"00002445501","003203",33,""
"00002445585","002272",28,""
"00002445585","002549",98,""
"00002445585","002605",6,""
"00002445585","003203",33,""
"00002445601","002272",28,""
"00002445601","002549",98,""
"00002445601","002605",6,""
"00002445601","003203",33,""
"00002445685","002272",28,""
"00002445685","002549",98,""
"00002445685","002605",6,""
"00002445685","003203",33,""
"00002446230","002432",24,""
"00002446330","002432",24,""
"00002446430","002432",24,""
"00002446534","002432",24,""
"00002446579","002432",24,""
"00002447930","002272",28,""
"00002447930","013405",52,""
"00002448354","002432",24,""
"00002449108","",0,"No Inactive Ingredients Reported"
"00002473230","002272",28,""
"00002473230","013405",52,""
"00002481554","002432",24,""
"00002533754","002432",24,""
"00002614501","",0,"No Inactive Ingredients Reported"
"00002614502","",0,"No Inactive Ingredients Reported"
"00002614511","",0,"No Inactive Ingredients Reported"
"00002614527","",0,"No Inactive Ingredients Reported"
"00002621654","002432",24,""
"00002690230","002432",24,""
"00002690230","010138",14,""
"00002702660","002432",24,""
"00002702660","010138",14,""
"00002751001","003199",66,""
"00002751001","018822",170,""
"00002751017","003199",66,""
"00002751017","018822",170,""
"00002751101","003199",66,""
"00002751101","018822",170,""
"00002751201","003199",66,""
"00002751201","018822",170,""
"00002751601","003199",66,""
"00002751659","003199",66,""
"00002752901","002432",24,""
"00002752901","018822",170,""
"00002758901","002551",168,""
"00002758901","002598",83,""
"00002759701","002432",24,""
"00002762301","002272",28,""
"00002763511","002272",28,""
"00002763511","002551",168,""
"00002763611","002272",28,""
"00002763611","002551",168,""
"00002763711","002272",28,""
"00002763711","002551",168,""
"00002764001","002272",28,""
"00002765801","",0,"No Inactive Ingredients Reported"
"00002765901","",0,"No Inactive Ingredients Reported"
"00002766001","",0,"No Inactive Ingredients Reported"
"00002766901","002551",168,""
"00002767801","002551",168,""
"00002771201","003199",66,""
"00002771227","003199",66,""
"00002771401","003199",66,""
"00002771459","003199",66,""
"00002771501","003199",66,""
"00002771501","018822",170,""
"00002771559","003199",66,""
"00002771559","018822",170,""
"00002771601","002272",28,""
"00002771601","002332",46,""
"00002771601","002551",168,""
"00002772401","002551",168,""
"00002772401","002598",83,""
"00002772411","002551",168,""
"00002772411","002598",83,""
"00002772801","002332",46,""
"00002772801","003199",66,""
"00002772801","018822",170,""
"00002773701","003199",66,""
"00002773701","018822",170,""
"00002775201","003199",66,""
"00002775201","018822",170,""
"00002775205","003199",66,""
"00002775205","018822",170,""
"00002791001","002551",168,""
"00002791001","002598",83,""
"00002795001","002551",168,""
"00002795001","002598",83,""
"00002803101","002432",24,""
"00002803101","018822",170,""
"00002814701","002272",28,""
"00002814701","003199",66,""
"00002814801","002272",28,""
"00002814801","003199",66,""
"00002814901","002272",28,""
"00002814901","003199",66,""
"00002820701","002332",46,""
"00002820701","003199",66,""
"00002820705","002332",46,""
"00002820705","003199",66,""
"00002821301","003199",66,""
"00002821305","003199",66,""
"00002821401","003199",66,""
"00002821401","018822",170,""
"00002821405","003199",66,""
"00002821405","018822",170,""
"00002821501","003199",66,""
"00002821501","018822",170,""
"00002821517","003199",66,""
"00002821517","018822",170,""
"00002822201","003199",66,""
"00002822201","018822",170,""
"00002822259","003199",66,""
"00002822259","018822",170,""
"00002822801","002332",46,""
"00002822801","003199",66,""
"00002822827","002332",46,""
"00002822827","003199",66,""
"00002823301","003199",66,""
"00002823301","018822",170,""
"00002823305","003199",66,""
"00002823305","018822",170,""
"00002823501","002332",46,""
"00002823501","003199",66,""
"00002823505","002332",46,""
"00002823505","003199",66,""
"00002831501","003199",66,""
"00002831501","018822",170,""
"00002840001","000756",42,""
"00002840001","002272",28,""
"00002840001","003199",66,""
"00002850101","003199",66,""
"00002850101","018822",170,""
"00002871501","003199",66,""
"00002871501","018822",170,""
"00002871517","003199",66,""
"00002871517","018822",170,""
"00002879701","003199",66,""
"00002879701","018822",170,""
"00002879759","003199",66,""
"00002879759","018822",170,""
"00002879801","003199",66,""
"00002879801","018822",170,""
"00002879859","003199",66,""
"00002879859","018822",170,""
"00002879901","003199",66,""
"00002879959","003199",66,""
"00002880301","003199",66,""
"00002880301","018822",170,""
"00002880359","003199",66,""
"00002880359","018822",170,""
"00002880501","003199",66,""
"00002880501","018822",170,""
"00002880559","003199",66,""
"00002880559","018822",170,""
"00002882427","003199",66,""
"00002882427","018822",170,""
"00002898001","003199",66,""
"00002898001","018822",170,""
"00002898005","003199",66,""
"00002898005","018822",170,""
"00003029305","002551",168,""
"00003029305","003192",10,""
"00003029320","002551",168,""
"00003029320","003192",10,""
"00003029328","002551",168,""
"00003029328","003192",10,""
"00003031505","002551",168,""
"00003031505","003192",10,""
"00003031520","002551",168,""
"00003031520","003192",10,""
"00003037113","002598",83,""
"00003037113","018822",170,""
"00003049420","002551",168,""
"00003049420","003192",10,""
"00003052411","002432",24,""
"00003052711","002432",24,""
"00003052811","002432",24,""
"00003083050","002432",24,""
"00003083050","002549",98,""
"00003083050","010138",14,""
"00003083050","010141",15,""
"00003083050","010143",16,""
"00003085222","002432",24,""
"00003085522","002432",24,""
"00003085722","002432",24,""
"00003089321","002432",24,""
"00003089331","002432",24,""
"00003089421","002432",24,""
"00003089431","002432",24,""
"00003089470","002432",24,""
"00003089511","002432",24,""
"00003089591","002432",24,""
"00003161112","002432",24,""
"00003161112","002537",169,""
"00003161212","002432",24,""
"00003161212","002537",169,""
"00003161412","002332",46,""
"00003161412","003203",33,""
"00003161412","010095",90,""
"00003218713","",0,"No Inactive Ingredients Reported"
"00003218811","002598",83,""
"00003218851","002598",83,""
"00003218890","002598",83,""
"00003218891","002598",83,""
"00003229111","002332",46,""
"00003229111","002551",168,""
"00003229111","002598",83,""
"00003232711","002272",28,""
"00003232711","002551",168,""
"00003232822","002272",28,""
"00003232822","002551",168,""
"00003256016","",0,"No Inactive Ingredients Reported"
"00003257016","",0,"No Inactive Ingredients Reported"
"00003281411","002598",83,""
"00003281811","002598",83,""
"00003362212","001539",22,""
"00003362212","002432",24,""
"00003362212","002537",169,""
"00003362212","002549",98,""
"00003362212","010138",14,""
"00003363112","001539",22,""
"00003363112","002432",24,""
"00003363112","002537",169,""
"00003363112","002549",98,""
"00003363112","010138",14,""
"00003363810","002598",83,""
"00003363810","002605",6,""
"00003364111","002537",169,""
"00003373413","002272",28,""
"00003373413","002332",46,""
"00003373413","002551",168,""
"00003375614","002272",28,""
"00003375614","002332",46,""
"00003375614","002551",168,""
"00003376474","002432",24,""
"00003377211","002272",28,""
"00003377211","002332",46,""
"00003377211","002551",168,""
"00003377412","002272",28,""
"00003377412","002332",46,""
"00003377412","002551",168,""
"00003452211","002332",46,""
"00003452211","002551",168,""
"00003452211","002598",83,""
"00003633517","002432",24,""
"00003633517","002549",98,""
"00003633517","010138",14,""
"00003633617","002432",24,""
"00003633617","002549",98,""
"00003633617","010138",14,""
"00003633617","010141",15,""
"00003633717","002432",24,""
"00003633717","002549",98,""
"00003633717","010141",15,""
"00003633717","010143",16,""
"00003712511","002551",168,""
"00003712511","002598",83,""
"00004003822","002537",169,""
"00004003909","002272",28,""
"00004003909","002468",39,""
"00004003909","002537",169,""
"00004003909","002600",40,""
"00004005801","002432",24,""
"00004005801","010138",14,""
"00004006801","002432",24,""
"00004006801","010143",16,""
"00004009801","002432",24,""
"00004018683","002432",24,""
"00004018683","002537",169,""
"00004024451","002432",24,""
"00004024451","002537",169,""
"00004025901","002537",169,""
"00004025901","002549",98,""
"00004025901","010138",14,""
"00004025943","002537",169,""
"00004025943","002549",98,""
"00004025943","010138",14,""
"00004026001","002537",169,""
"00004026001","010138",14,""
"00004026043","002537",169,""
"00004026043","010138",14,""
"00004026129","002332",46,""
"00004026129","002599",92,""
"00004026129","002605",6,""
"00004026129","003203",33,""
"00004026129","013405",52,""
"00004029809","001539",22,""
"00004029809","002551",168,""
"00004035009","000756",42,""
"00004035009","002551",168,""
"00004035009","003192",10,""
"00004035009","018822",170,""
"00004035730","000756",42,""
"00004035730","002551",168,""
"00004035730","003192",10,""
"00004035730","018822",170,""
"00004038140","002272",28,""
"00004038140","018822",170,""
"00004080007","002537",169,""
"00004080007","002549",98,""
"00004080007","010138",14,""
"00004080008","002537",169,""
"00004080008","002549",98,""
"00004080008","010138",14,""
"00004080085","002537",169,""
"00004080085","002549",98,""
"00004080085","010138",14,""
"00004080185","002537",169,""
"00004080185","002549",98,""
"00004080185","010138",14,""
"00004080285","002537",169,""
"00004080285","002549",98,""
"00004080285","010138",14,""
"00004082205","002332",46,""
"00004082205","002599",92,""
"00004082205","002600",40,""
"00004110020","002432",24,""
"00004110150","002432",24,""
"00005010001","002551",168,""
"00005010005","002551",168,""
"00005010010","002551",168,""
"00005197101","002551",168,""
"00005197102","002551",168,""
"00005197105","002551",168,""
"00005200001","002551",168,""
"00005200002","002551",168,""
"00005200010","002551",168,""
"00006000510","002432",24,""
"00006000510","002537",169,""
"00006000513","002432",24,""
"00006000513","002537",169,""
"00006000530","002432",24,""
"00006000530","002537",169,""
"00006003220","",0,"No Inactive Ingredients Reported"
"00006003310","002432",24,""
"00006003310","002537",169,""
"00006003310","010138",14,""
"00006003313","002432",24,""
"00006003313","002537",169,""
"00006003313","010138",14,""
"00006003330","002432",24,""
"00006003330","002537",169,""
"00006003330","010138",14,""
"00006007861","002537",169,""
"00006007861","010138",14,""
"00006007862","002537",169,""
"00006007862","010138",14,""
"00006007882","002537",169,""
"00006007882","010138",14,""
"00006008061","002537",169,""
"00006008061","010138",14,""
"00006008062","002537",169,""
"00006008062","010138",14,""
"00006008082","002537",169,""
"00006008082","010138",14,""
"00006008131","002537",169,""
"00006008131","010138",14,""
"00006008154","002537",169,""
"00006008154","010138",14,""
"00006008182","002537",169,""
"00006008182","010138",14,""
"00006011201","",0,"No Inactive Ingredients Reported"
"00006011228","",0,"No Inactive Ingredients Reported"
"00006011231","",0,"No Inactive Ingredients Reported"
"00006011254","",0,"No Inactive Ingredients Reported"
"00006022101","",0,"No Inactive Ingredients Reported"
"00006022128","",0,"No Inactive Ingredients Reported"
"00006022131","",0,"No Inactive Ingredients Reported"
"00006022154","",0,"No Inactive Ingredients Reported"
"00006022761","002432",24,""
"00006027701","",0,"No Inactive Ingredients Reported"
"00006027728","",0,"No Inactive Ingredients Reported"
"00006027731","",0,"No Inactive Ingredients Reported"
"00006027754","",0,"No Inactive Ingredients Reported"
"00006027782","",0,"No Inactive Ingredients Reported"
"00006032510","002432",24,""
"00006032510","002537",169,""
"00006032513","002432",24,""
"00006032513","002537",169,""
"00006032530","002432",24,""
"00006032530","002537",169,""
"00006033510","002432",24,""
"00006033510","002537",169,""
"00006033513","002432",24,""
"00006033513","002537",169,""
"00006033530","002432",24,""
"00006033530","002537",169,""
"00006046102","002549",98,""
"00006046102","002598",83,""
"00006047361","002272",28,""
"00006047361","002332",46,""
"00006047361","002530",31,""
"00006047361","002537",169,""
"00006047361","002599",92,""
"00006047361","002600",40,""
"00006047361","002605",6,""
"00006047361","002606",84,""
"00006047761","002272",28,""
"00006047761","002332",46,""
"00006047761","002530",31,""
"00006047761","002537",169,""
"00006047761","002599",92,""
"00006047761","002600",40,""
"00006047761","002605",6,""
"00006047761","002606",84,""
"00006056840","002549",98,""
"00006057561","002537",169,""
"00006057562","002537",169,""
"00006057582","002537",169,""
"00006057761","002537",169,""
"00006057762","002537",169,""
"00006057782","002537",169,""
"00006302500","002332",46,""
"00006302500","002551",168,""
"00006302501","002332",46,""
"00006302501","002551",168,""
"00006302601","002551",168,""
"00006302601","002598",83,""
"00006302602","002551",168,""
"00006302602","002598",83,""
"00006302604","002551",168,""
"00006302604","002598",83,""
"00006306100","002432",24,""
"00006306100","002551",168,""
"00006306100","003785",19,""
"00006306101","002432",24,""
"00006306101","002551",168,""
"00006306101","003785",19,""
"00006306601","002432",24,""
"00006306601","002598",83,""
"00006306603","002432",24,""
"00006306603","002598",83,""
"00006306901","002432",24,""
"00006307401","002272",28,""
"00006307401","002432",24,""
"00006307401","002537",169,""
"00006307402","002272",28,""
"00006307402","002432",24,""
"00006307402","002537",169,""
"00006307501","002432",24,""
"00006307501","002537",169,""
"00006307502","002432",24,""
"00006307502","002537",169,""
"00006307503","002432",24,""
"00006307503","002537",169,""
"00006307504","002432",24,""
"00006307504","002537",169,""
"00006307601","002432",24,""
"00006307601","002537",169,""
"00006307602","002432",24,""
"00006307602","002537",169,""
"00006307603","002432",24,""
"00006307603","002537",169,""
"00006307604","002432",24,""
"00006307604","002537",169,""
"00006308001","002432",24,""
"00006351659","000743",61,""
"00006351936","002272",28,""
"00006351936","002332",46,""
"00006351936","003141",8,""
"00006360301","002272",28,""
"00006360301","002530",31,""
"00006360301","002537",169,""
"00006360301","002598",83,""
"00006360301","002599",92,""
"00006360301","002606",84,""
"00006360361","002272",28,""
"00006360361","002530",31,""
"00006360361","002537",169,""
"00006360361","002598",83,""
"00006360361","002599",92,""
"00006360361","002606",84,""
"00006382210","002272",28,""
"00006382210","002598",83,""
"00006382310","002272",28,""
"00006382310","002598",83,""
"00006384371","000743",61,""
"00006385601","000743",61,""
"00006385602","000743",61,""
"00006386203","002549",98,""
"00006386203","002598",83,""
"00006404701","002332",46,""
"00006404701","002551",168,""
"00006404701","002598",83,""
"00006404701","009283",1,""
"00006404702","002332",46,""
"00006404702","002551",168,""
"00006404702","002598",83,""
"00006404702","009283",1,""
"00006404720","002332",46,""
"00006404720","002551",168,""
"00006404720","002598",83,""
"00006404720","009283",1,""
"00006404741","002332",46,""
"00006404741","002551",168,""
"00006404741","002598",83,""
"00006404741","009283",1,""
"00006409301","008921",25,""
"00006409302","008921",25,""
"00006409401","008921",25,""
"00006409402","008921",25,""
"00006409501","008921",25,""
"00006409501","009283",1,""
"00006409502","008921",25,""
"00006409502","009283",1,""
"00006409601","008921",25,""
"00006409601","009283",1,""
"00006409602","008921",25,""
"00006409602","009283",1,""
"00006411901","002551",168,""
"00006411903","002551",168,""
"00006412101","002551",168,""
"00006412102","002551",168,""
"00006417100","000743",61,""
"00006417100","002549",98,""
"00006417100","002598",83,""
"00006417100","002599",92,""
"00006417100","009283",1,""
"00006417101","000743",61,""
"00006417101","002549",98,""
"00006417101","002598",83,""
"00006417101","002599",92,""
"00006417101","009283",1,""
"00006429301","",0,"No Inactive Ingredients Reported"
"00006429302","",0,"No Inactive Ingredients Reported"
"00006430501","002551",168,""
"00006430501","002598",83,""
"00006430501","018822",170,""
"00006430502","002551",168,""
"00006430502","002598",83,""
"00006430502","018822",170,""
"00006432901","002551",168,""
"00006432902","002551",168,""
"00006432903","002551",168,""
"00006468100","002549",98,""
"00006468100","002598",83,""
"00006468100","002599",92,""
"00006468100","009283",1,""
"00006468101","002549",98,""
"00006468101","002598",83,""
"00006468101","002599",92,""
"00006468101","009283",1,""
"00006482700","002549",98,""
"00006482700","002598",83,""
"00006482700","003785",19,""
"00006482700","009283",1,""
"00006482701","002549",98,""
"00006482701","002598",83,""
"00006482701","003785",19,""
"00006482701","009283",1,""
"00006483101","008921",25,""
"00006483101","009283",1,""
"00006483141","008921",25,""
"00006483141","009283",1,""
"00006483701","003199",66,""
"00006483703","003199",66,""
"00006484100","008921",25,""
"00006484100","009283",1,""
"00006484101","008921",25,""
"00006484101","009283",1,""
"00006484141","008921",25,""
"00006484141","009283",1,""
"00006489700","008921",25,""
"00006489701","008921",25,""
"00006494300","003199",66,""
"00006494301","003199",66,""
"00006498100","008921",25,""
"00006498101","008921",25,""
"00006499200","008921",25,""
"00006499201","008921",25,""
"00006499501","008921",25,""
"00006499541","008921",25,""
"00006500301","",0,"No Inactive Ingredients Reported"
"00006500302","",0,"No Inactive Ingredients Reported"
"00006500401","",0,"No Inactive Ingredients Reported"
"00006500402","",0,"No Inactive Ingredients Reported"
"00006500701","002432",24,""
"00006502801","002432",24,""
"00006502802","002432",24,""
"00006502803","002432",24,""
"00006502804","002432",24,""
"00006502901","002432",24,""
"00006502902","002432",24,""
"00006502903","002432",24,""
"00006502904","002432",24,""
"00006503001","002432",24,""
"00006503002","002432",24,""
"00006503003","002432",24,""
"00006503301","002551",168,""
"00006503301","010697",94,""
"00006503302","002551",168,""
"00006503302","010697",94,""
"00006505506","",0,"No Inactive Ingredients Reported"
"00006533101","002272",28,""
"00006533101","010138",14,""
"00006536303","002432",24,""
"00006536306","002432",24,""
"00006536307","002432",24,""
"00006536403","002432",24,""
"00006536406","002432",24,""
"00006536407","002432",24,""
"00006536703","",0,"No Inactive Ingredients Reported"
"00006536706","",0,"No Inactive Ingredients Reported"
"00006536803","",0,"No Inactive Ingredients Reported"
"00006536806","",0,"No Inactive Ingredients Reported"
"00006536903","002537",169,""
"00006536906","002537",169,""
"00006536907","002537",169,""
"00006537003","002537",169,""
"00006537006","002537",169,""
"00006537007","002537",169,""
"00006537303","002537",169,""
"00006537306","002537",169,""
"00006537307","002537",169,""
"00006537403","002537",169,""
"00006537406","002537",169,""
"00006537407","002537",169,""
"00006542302","",0,"No Inactive Ingredients Reported"
"00006542312","",0,"No Inactive Ingredients Reported"
"00006542402","003125",57,""
"00006542402","018822",170,""
"00006542505","",0,"No Inactive Ingredients Reported"
"00006542515","",0,"No Inactive Ingredients Reported"
"00007413920","002432",24,""
"00007413920","002537",169,""
"00007413920","002598",83,""
"00007414020","002432",24,""
"00007414020","002537",169,""
"00007414020","002598",83,""
"00007414120","002432",24,""
"00007414120","002537",169,""
"00007414120","002598",83,""
"00007414220","002432",24,""
"00007414220","002537",169,""
"00007414220","002598",83,""
"00008010001","002551",168,""
"00008010001","002598",83,""
"00008042301","003125",57,""
"00008042301","003199",66,""
"00008042301","018822",170,""
"00008042303","003125",57,""
"00008042303","003199",66,""
"00008042303","018822",170,""
"00008083320","002549",98,""
"00008083321","002549",98,""
"00008083322","002549",98,""
"00008083620","002549",98,""
"00008083621","002549",98,""
"00008083622","002549",98,""
"00008083702","002549",98,""
"00008083703","002549",98,""
"00008083720","002549",98,""
"00008083721","002549",98,""
"00008083722","002549",98,""
"00008084181","002272",28,""
"00008084181","002537",169,""
"00008084381","002272",28,""
"00008084381","002537",169,""
"00008084401","002537",169,""
"00008084401","002551",168,""
"00008084402","002537",169,""
"00008084402","002551",168,""
"00008092351","003785",19,""
"00008092351","018822",170,""
"00008092355","003785",19,""
"00008092355","018822",170,""
"00008092360","003785",19,""
"00008092360","018822",170,""
"00008103004","001539",22,""
"00008103004","002468",39,""
"00008103004","002551",168,""
"00008103004","013405",52,""
"00008103006","001539",22,""
"00008103006","002468",39,""
"00008103006","002551",168,""
"00008103006","013405",52,""
"00008104005","002432",24,""
"00008104005","002537",169,""
"00008104005","002598",83,""
"00008104010","002432",24,""
"00008104010","002537",169,""
"00008104010","002598",83,""
"00008104105","002432",24,""
"00008104105","002537",169,""
"00008104105","002598",83,""
"00008104110","002432",24,""
"00008104110","002537",169,""
"00008104110","002598",83,""
"00008104205","002432",24,""
"00008104205","002537",169,""
"00008104205","002598",83,""
"00008112312","000915",73,""
"00008112312","002432",24,""
"00008112312","002537",169,""
"00008112312","002598",83,""
"00008112312","010095",90,""
"00008117901","001539",22,""
"00008117901","002468",39,""
"00008117901","002551",168,""
"00008121030","",0,"No Inactive Ingredients Reported"
"00008121101","",0,"No Inactive Ingredients Reported"
"00008121114","",0,"No Inactive Ingredients Reported"
"00008121130","",0,"No Inactive Ingredients Reported"
"00008121150","",0,"No Inactive Ingredients Reported"
"00008122201","010143",16,""
"00008122214","010143",16,""
"00008122230","010143",16,""
"00008400101","003785",19,""
"00008400101","018822",170,""
"00008400110","003785",19,""
"00008400110","018822",170,""
"00008400125","003785",19,""
"00008400125","018822",170,""
"00008411701","002537",169,""
"00008411701","010143",16,""
"00008451001","002598",83,""
"00008499019","002432",24,""
"00008499020","002432",24,""
"00008499419","002432",24,""
"00008499420","002432",24,""
"00009000302","",0,"No Inactive Ingredients Reported"
"00009000501","",0,"No Inactive Ingredients Reported"
"00009001103","",0,"No Inactive Ingredients Reported"
"00009001104","",0,"No Inactive Ingredients Reported"
"00009001201","002432",24,""
"00009001201","002598",83,""
"00009001305","",0,"No Inactive Ingredients Reported"
"00009001306","",0,"No Inactive Ingredients Reported"
"00009001612","",0,"No Inactive Ingredients Reported"
"00009001755","002432",24,""
"00009001755","010138",14,""
"00009001758","002432",24,""
"00009001758","010138",14,""
"00009001820","",0,"No Inactive Ingredients Reported"
"00009002001","002432",24,""
"00009002001","002598",83,""
"00009002201","002432",24,""
"00009002201","002598",83,""
"00009002901","002432",24,""
"00009002902","002432",24,""
"00009003101","002432",24,""
"00009003101","002598",83,""
"00009003906","002432",24,""
"00009003906","008922",29,""
"00009003928","002432",24,""
"00009003930","002432",24,""
"00009003932","002432",24,""
"00009003933","002432",24,""
"00009004401","002432",24,""
"00009004401","002598",83,""
"00009004704","",0,"No Inactive Ingredients Reported"
"00009004722","",0,"No Inactive Ingredients Reported"
"00009004725","",0,"No Inactive Ingredients Reported"
"00009004726","",0,"No Inactive Ingredients Reported"
"00009004727","",0,"No Inactive Ingredients Reported"
"00009005101","002432",24,""
"00009005101","002598",83,""
"00009005501","002432",24,""
"00009005501","010143",16,""
"00009005503","002432",24,""
"00009005503","010143",16,""
"00009005602","002432",24,""
"00009005602","002598",83,""
"00009005604","002432",24,""
"00009005604","002598",83,""
"00009005707","002432",24,""
"00009005907","002432",24,""
"00009005907","010143",16,""
"00009006501","002432",24,""
"00009006501","002598",83,""
"00009006501","010143",16,""
"00009006607","002432",24,""
"00009006607","010138",14,""
"00009006807","002432",24,""
"00009006807","010138",14,""
"00009006807","010143",16,""
"00009007301","002432",24,""
"00009007301","002598",83,""
"00009008510","003192",10,""
"00009008601","003192",10,""
"00009008610","003192",10,""
"00009009001","002432",24,""
"00009009001","010138",14,""
"00009009004","002432",24,""
"00009009004","010138",14,""
"00009009401","002432",24,""
"00009021501","001539",22,""
"00009021505","001539",22,""
"00009022502","002432",24,""
"00009022502","002549",98,""
"00009022502","008923",56,""
"00009022502","010138",14,""
"00009026001","",0,"No Inactive Ingredients Reported"
"00009026002","",0,"No Inactive Ingredients Reported"
"00009026004","",0,"No Inactive Ingredients Reported"
"00009026017","",0,"No Inactive Ingredients Reported"
"00009027101","",0,"No Inactive Ingredients Reported"
"00009027401","002551",168,""
"00009027401","003192",10,""
"00009028002","002551",168,""
"00009028002","003192",10,""
"00009028003","002551",168,""
"00009028003","003192",10,""
"00009028051","002551",168,""
"00009028051","003192",10,""
"00009028052","002551",168,""
"00009028052","003192",10,""
"00009028701","002432",24,""
"00009028701","002598",83,""
"00009028701","010138",14,""
"00009030602","002551",168,""
"00009030602","003192",10,""
"00009030612","002551",168,""
"00009030612","003192",10,""
"00009033102","002432",24,""
"00009033102","002549",98,""
"00009033102","008923",56,""
"00009033102","010138",14,""
"00009034101","002432",24,""
"00009034702","003192",10,""
"00009035201","002432",24,""
"00009035201","010138",14,""
"00009037003","002272",28,""
"00009037003","002605",6,""
"00009037005","002272",28,""
"00009037005","002605",6,""
"00009039514","002432",24,""
"00009039514","002549",98,""
"00009039514","010138",14,""
"00009041701","003192",10,""
"00009041702","003192",10,""
"00009043601","018822",170,""
"00009045003","002537",169,""
"00009055501","003192",10,""
"00009055502","003192",10,""
"00009069801","",0,"No Inactive Ingredients Reported"
"00009069802","003192",10,""
"00009072805","003192",10,""
"00009072805","018822",170,""
"00009072809","003192",10,""
"00009072809","018822",170,""
"00009074630","002551",168,""
"00009074630","003203",33,""
"00009074635","002551",168,""
"00009074635","003203",33,""
"00009075801","",0,"No Inactive Ingredients Reported"
"00009076004","002598",83,""
"00009076004","003203",33,""
"00009077520","003192",10,""
"00009077520","018822",170,""
"00009077526","003192",10,""
"00009077526","018822",170,""
"00009082501","",0,"No Inactive Ingredients Reported"
"00009085001","",0,"No Inactive Ingredients Reported"
"00009085605","003192",10,""
"00009085608","003192",10,""
"00009087021","003192",10,""
"00009087021","018822",170,""
"00009087026","003192",10,""
"00009087026","018822",170,""
"00009090211","003192",10,""
"00009090211","018822",170,""
"00009090218","003192",10,""
"00009090218","018822",170,""
"00009305101","003192",10,""
"00009305101","003785",19,""
"00009305102","003192",10,""
"00009305102","003785",19,""
"00009307301","",0,"No Inactive Ingredients Reported"
"00009307303","",0,"No Inactive Ingredients Reported"
"00009307322","",0,"No Inactive Ingredients Reported"
